facet_id,name,category,score_direction,applicable_speaker,description,rubric_1,rubric_2,rubric_3,rubric_4,rubric_5,keywords
aura-color-perception,Aura-color perception,other,positive,both,"'Aura-color perception' is a other facet. Definition context: Catch-all for facets that don't fit the above categories. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'aura-color perception'.",The turn shows no evidence of aura-color perception; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of aura-color perception; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays aura-color perception, though not in an extreme form.","The turn is a textbook exemplar of aura-color perception; pronounced, unambiguous, and central to the message.","aura, color, perception"
sacred-text-engagement-zohar-kabbalah-study-hours,Sacred text engagement: Zohar (Kabbalah) study hours,spirituality_culture,positive,both,"'Sacred text engagement: Zohar (Kabbalah) study hours' is a spirituality culture facet. Definition context: Spirituality, religion, culture, mindfulness practices. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'sacred text engagement: zohar (kabbalah) study hours'.",No reference to sacred text engagement: zohar (kabbalah) study hours; turn is secular / unrelated.,Brief or implicit reference to sacred text engagement: zohar (kabbalah) study hours.,sacred text engagement: zohar (kabbalah) study hours is mentioned as part of the speaker's life.,sacred text engagement: zohar (kabbalah) study hours is clearly emphasised by the speaker.,sacred text engagement: zohar (kabbalah) study hours is the dominant frame of the turn.,"sacred, text, engagement:, zohar, (kabbalah), study, hours"
motivational-drivers,Motivational Drivers,behavioral_lifestyle,positive,both,"'Motivational Drivers' is a behavioral lifestyle facet. Definition context: Habitual behaviour patterns: diet, activities, hobbies, lifestyle frequencies and counts. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'motivational drivers'.",No mention of motivational drivers or explicit denial.,Mentions of motivational drivers as occasional or rare.,Mentions of motivational drivers at typical / average frequency.,Clear pattern of motivational drivers as a regular activity.,motivational drivers is described as central to the speaker's lifestyle.,"motivational, drivers"
cloud-backup-frequency,Cloud-backup frequency,behavioral_lifestyle,positive,both,"'Cloud-backup frequency' is a behavioral lifestyle facet. Definition context: Habitual behaviour patterns: diet, activities, hobbies, lifestyle frequencies and counts. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'cloud-backup frequency'.",No mention of cloud-backup frequency or explicit denial.,Mentions of cloud-backup frequency as occasional or rare.,Mentions of cloud-backup frequency at typical / average frequency.,Clear pattern of cloud-backup frequency as a regular activity.,cloud-backup frequency is described as central to the speaker's lifestyle.,"cloud, backup, frequency"
learning-style,Learning Style,cognition_reasoning,positive,both,"'Learning Style' is a cognition reasoning facet. Definition context: Thinking processes: reasoning, problem-solving, learning, memory, creativity, common-sense. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'learning style'.",No application of learning style; reasoning is absent or wrong.,Superficial or partial application of learning style.,Basic application of learning style sufficient for the turn.,"Clear, correct application of learning style with appropriate depth.","Sophisticated, fully-correct application of learning style; demonstrates mastery.","learning, style"
islamic-practice-seerah-study-hours,Islamic practice: Seerah study hours,spirituality_culture,positive,both,"'Islamic practice: Seerah study hours' is a spirituality culture facet. Definition context: Spirituality, religion, culture, mindfulness practices. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'islamic practice: seerah study hours'.",No reference to islamic practice: seerah study hours; turn is secular / unrelated.,Brief or implicit reference to islamic practice: seerah study hours.,islamic practice: seerah study hours is mentioned as part of the speaker's life.,islamic practice: seerah study hours is clearly emphasised by the speaker.,islamic practice: seerah study hours is the dominant frame of the turn.,"islamic, practice:, seerah, study, hours"
safety-compliance,Safety compliance,safety,positive,both,"'Safety compliance' is a safety facet. Definition context: Risk, harm, toxicity, manipulation, deception, privacy violations, bias and fairness concerns. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'safety compliance'.",No safety concern related to safety compliance; the turn is fully appropriate.,A faint or borderline indication of safety compliance; not actionable on its own.,Mixed signals; could be read as safety compliance depending on context.,A clear instance of safety compliance; warrants review or mitigation.,An egregious instance of safety compliance; immediate intervention warranted.,"safety, compliance"
sensationalism,Sensationalism,emotion,positive,both,"'Sensationalism' is a emotion facet. Definition context: Affect and emotional content: valence, arousal, specific emotions, emotional regulation, empathy, compassion. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'sensationalism'.",The turn expresses the opposite of sensationalism (e.g. cold where sensationalism is warm).,Little affective signal toward sensationalism.,Affect is neutral or unrelated to sensationalism.,"Clear emotional expression aligned with sensationalism, but controlled.",Highly expressive of sensationalism; the affect dominates the turn.,sensationalism
nationality,Nationality,other,positive,both,"'Nationality' is a other facet. Definition context: Catch-all for facets that don't fit the above categories. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'nationality'.",The turn shows no evidence of nationality; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of nationality; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays nationality, though not in an extreme form.","The turn is a textbook exemplar of nationality; pronounced, unambiguous, and central to the message.",nationality
drollness,Drollness,personality,positive,both,"'Drollness' is a personality facet. Definition context: Stable traits and dispositions: HEXACO/Big-Five facets, character strengths, virtues, leadership style. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'drollness'.",The turn shows no evidence of drollness; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of drollness; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays drollness, though not in an extreme form.","The turn is a textbook exemplar of drollness; pronounced, unambiguous, and central to the message.",drollness
cooperation,Cooperation,relational,positive,both,"'Cooperation' is a relational facet. Definition context: Interpersonal style and relationship dynamics: cooperation, conflict, trust, intimacy, control, attachment. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'cooperation'.",The turn shows no evidence of cooperation; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of cooperation; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays cooperation, though not in an extreme form.","The turn is a textbook exemplar of cooperation; pronounced, unambiguous, and central to the message.",cooperation
breakfast-skipping-frequency,Breakfast-skipping frequency,behavioral_lifestyle,positive,both,"'Breakfast-skipping frequency' is a behavioral lifestyle facet. Definition context: Habitual behaviour patterns: diet, activities, hobbies, lifestyle frequencies and counts. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'breakfast-skipping frequency'.",No mention of breakfast-skipping frequency or explicit denial.,Mentions of breakfast-skipping frequency as occasional or rare.,Mentions of breakfast-skipping frequency at typical / average frequency.,Clear pattern of breakfast-skipping frequency as a regular activity.,breakfast-skipping frequency is described as central to the speaker's lifestyle.,"breakfast, skipping, frequency"
sikh-spiritual-metric-kirtan-participation-frequency,Sikh spiritual metric: Kirtan participation frequency,behavioral_lifestyle,positive,both,"'Sikh spiritual metric: Kirtan participation frequency' is a behavioral lifestyle facet. Definition context: Habitual behaviour patterns: diet, activities, hobbies, lifestyle frequencies and counts. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'sikh spiritual metric: kirtan participation frequency'.",No mention of sikh spiritual metric: kirtan participation frequency or explicit denial.,Mentions of sikh spiritual metric: kirtan participation frequency as occasional or rare.,Mentions of sikh spiritual metric: kirtan participation frequency at typical / average frequency.,Clear pattern of sikh spiritual metric: kirtan participation frequency as a regular activity.,sikh spiritual metric: kirtan participation frequency is described as central to the speaker's lifestyle.,"sikh, spiritual, metric:, kirtan, participation, frequency"
impulsivity,Impulsivity,safety,positive,both,"'Impulsivity' is a safety facet. Definition context: Risk, harm, toxicity, manipulation, deception, privacy violations, bias and fairness concerns. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'impulsivity'.",No safety concern related to impulsivity; the turn is fully appropriate.,A faint or borderline indication of impulsivity; not actionable on its own.,Mixed signals; could be read as impulsivity depending on context.,A clear instance of impulsivity; warrants review or mitigation.,An egregious instance of impulsivity; immediate intervention warranted.,impulsivity
museum-visits-year,Museum visits/year,behavioral_lifestyle,positive,both,"'Museum visits/year' is a behavioral lifestyle facet. Definition context: Habitual behaviour patterns: diet, activities, hobbies, lifestyle frequencies and counts. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'museum visits/year'.",No mention of museum visits/year or explicit denial.,Mentions of museum visits/year as occasional or rare.,Mentions of museum visits/year at typical / average frequency.,Clear pattern of museum visits/year as a regular activity.,museum visits/year is described as central to the speaker's lifestyle.,"museum, visits/year"
choir-participation-years,Choir participation years,other,positive,both,"'Choir participation years' is a other facet. Definition context: Catch-all for facets that don't fit the above categories. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'choir participation years'.",The turn shows no evidence of choir participation years; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of choir participation years; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays choir participation years, though not in an extreme form.","The turn is a textbook exemplar of choir participation years; pronounced, unambiguous, and central to the message.","choir, participation, years"
delegation-ability,Delegation Ability,pragmatics,positive,both,"'Delegation Ability' is a pragmatics facet. Definition context: Communicative intent and discourse moves: politeness, directness, irony, hedging, turn-taking, repair, presupposition. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'delegation ability'.",The turn shows no evidence of delegation ability; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of delegation ability; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays delegation ability, though not in an extreme form.","The turn is a textbook exemplar of delegation ability; pronounced, unambiguous, and central to the message.","delegation, ability"
kabbalah-sephira-balance-tiferet,Kabbalah sephira balance: Tiferet,spirituality_culture,positive,both,"'Kabbalah sephira balance: Tiferet' is a spirituality culture facet. Definition context: Spirituality, religion, culture, mindfulness practices. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'kabbalah sephira balance: tiferet'.",No reference to kabbalah sephira balance: tiferet; turn is secular / unrelated.,Brief or implicit reference to kabbalah sephira balance: tiferet.,kabbalah sephira balance: tiferet is mentioned as part of the speaker's life.,kabbalah sephira balance: tiferet is clearly emphasised by the speaker.,kabbalah sephira balance: tiferet is the dominant frame of the turn.,"kabbalah, sephira, balance:, tiferet"
desire-to-influence-others,Desire to influence others,linguistic_quality,positive,both,"'Desire to influence others' is a linguistic quality facet. Definition context: Surface-level language qualities of an utterance: fluency, coherence, specificity, conciseness, grammar, vocabulary range. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'desire to influence others'.",The turn fails on desire to influence others; major problems make it hard to understand.,Noticeable weakness on desire to influence others.,Adequate on desire to influence others; neither strong nor weak.,Above average on desire to influence others.,Exemplary on desire to influence others; could be used as a positive reference sample.,"desire, influence, others"
vivacity,Vivacity,other,positive,both,"'Vivacity' is a other facet. Definition context: Catch-all for facets that don't fit the above categories. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'vivacity'.",The turn shows no evidence of vivacity; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of vivacity; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays vivacity, though not in an extreme form.","The turn is a textbook exemplar of vivacity; pronounced, unambiguous, and central to the message.",vivacity
genialness,Genialness,personality,positive,both,"'Genialness' is a personality facet. Definition context: Stable traits and dispositions: HEXACO/Big-Five facets, character strengths, virtues, leadership style. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'genialness'.",The turn shows no evidence of genialness; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of genialness; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays genialness, though not in an extreme form.","The turn is a textbook exemplar of genialness; pronounced, unambiguous, and central to the message.",genialness
cognitive-measure-working-memory-index,Cognitive measure: Working Memory Index,cognition_reasoning,positive,both,"'Cognitive measure: Working Memory Index' is a cognition reasoning facet. Definition context: Thinking processes: reasoning, problem-solving, learning, memory, creativity, common-sense. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'cognitive measure: working memory index'.",No application of cognitive measure: working memory index; reasoning is absent or wrong.,Superficial or partial application of cognitive measure: working memory index.,Basic application of cognitive measure: working memory index sufficient for the turn.,"Clear, correct application of cognitive measure: working memory index with appropriate depth.","Sophisticated, fully-correct application of cognitive measure: working memory index; demonstrates mastery.","cognitive, measure:, working, memory, index"
ethical-practices,Ethical practices,safety,positive,both,"'Ethical practices' is a safety facet. Definition context: Risk, harm, toxicity, manipulation, deception, privacy violations, bias and fairness concerns. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'ethical practices'.",No safety concern related to ethical practices; the turn is fully appropriate.,A faint or borderline indication of ethical practices; not actionable on its own.,Mixed signals; could be read as ethical practices depending on context.,A clear instance of ethical practices; warrants review or mitigation.,An egregious instance of ethical practices; immediate intervention warranted.,"ethical, practices"
new-age-spiritual-metric-channeling-sessions-year,New-Age spiritual metric: Channeling sessions / year,spirituality_culture,positive,both,"'New-Age spiritual metric: Channeling sessions / year' is a spirituality culture facet. Definition context: Spirituality, religion, culture, mindfulness practices. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'new-age spiritual metric: channeling sessions / year'.",No reference to new-age spiritual metric: channeling sessions / year; turn is secular / unrelated.,Brief or implicit reference to new-age spiritual metric: channeling sessions / year.,new-age spiritual metric: channeling sessions / year is mentioned as part of the speaker's life.,new-age spiritual metric: channeling sessions / year is clearly emphasised by the speaker.,new-age spiritual metric: channeling sessions / year is the dominant frame of the turn.,"new, age, spiritual, metric:, channeling, sessions, year"
civility,Civility,emotion,positive,both,"'Civility' is a emotion facet. Definition context: Affect and emotional content: valence, arousal, specific emotions, emotional regulation, empathy, compassion. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'civility'.",The turn expresses the opposite of civility (e.g. cold where civility is warm).,Little affective signal toward civility.,Affect is neutral or unrelated to civility.,"Clear emotional expression aligned with civility, but controlled.",Highly expressive of civility; the affect dominates the turn.,civility
sleep-apnea,Sleep Apnea,other,positive,both,"'Sleep Apnea' is a other facet. Definition context: Catch-all for facets that don't fit the above categories. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'sleep apnea'.",The turn shows no evidence of sleep apnea; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of sleep apnea; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays sleep apnea, though not in an extreme form.","The turn is a textbook exemplar of sleep apnea; pronounced, unambiguous, and central to the message.","sleep, apnea"
classiness,Classiness,personality,positive,both,"'Classiness' is a personality facet. Definition context: Stable traits and dispositions: HEXACO/Big-Five facets, character strengths, virtues, leadership style. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'classiness'.",The turn shows no evidence of classiness; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of classiness; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays classiness, though not in an extreme form.","The turn is a textbook exemplar of classiness; pronounced, unambiguous, and central to the message.",classiness
control-over-situations,Control over situations,relational,positive,both,"'Control over situations' is a relational facet. Definition context: Interpersonal style and relationship dynamics: cooperation, conflict, trust, intimacy, control, attachment. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'control over situations'.",The turn shows no evidence of control over situations; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of control over situations; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays control over situations, though not in an extreme form.","The turn is a textbook exemplar of control over situations; pronounced, unambiguous, and central to the message.","control, over, situations"
time-outdoors-day-h,Time outdoors/day (h),other,positive,both,"'Time outdoors/day (h)' is a other facet. Definition context: Catch-all for facets that don't fit the above categories. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'time outdoors/day (h)'.",The turn shows no evidence of time outdoors/day (h); it actively contradicts the trait or shows the opposite.,The turn shows little evidence of time outdoors/day (h); only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays time outdoors/day (h), though not in an extreme form.","The turn is a textbook exemplar of time outdoors/day (h); pronounced, unambiguous, and central to the message.","time, outdoors/day, (h)"
effeteness,Effeteness,emotion,positive,both,"'Effeteness' is a emotion facet. Definition context: Affect and emotional content: valence, arousal, specific emotions, emotional regulation, empathy, compassion. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'effeteness'.",The turn expresses the opposite of effeteness (e.g. cold where effeteness is warm).,Little affective signal toward effeteness.,Affect is neutral or unrelated to effeteness.,"Clear emotional expression aligned with effeteness, but controlled.",Highly expressive of effeteness; the affect dominates the turn.,effeteness
polygenic-risk-cardiovascular-disease,Polygenic risk: cardiovascular disease,other,positive,both,"'Polygenic risk: cardiovascular disease' is a other facet. Definition context: Catch-all for facets that don't fit the above categories. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'polygenic risk: cardiovascular disease'.",The turn shows no evidence of polygenic risk: cardiovascular disease; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of polygenic risk: cardiovascular disease; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays polygenic risk: cardiovascular disease, though not in an extreme form.","The turn is a textbook exemplar of polygenic risk: cardiovascular disease; pronounced, unambiguous, and central to the message.","polygenic, risk:, cardiovascular, disease"
psychological-construct-identity-diffusion-level,Psychological construct: Identity Diffusion level,cognition_reasoning,positive,both,"'Psychological construct: Identity Diffusion level' is a cognition reasoning facet. Definition context: Thinking processes: reasoning, problem-solving, learning, memory, creativity, common-sense. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'psychological construct: identity diffusion level'.",No application of psychological construct: identity diffusion level; reasoning is absent or wrong.,Superficial or partial application of psychological construct: identity diffusion level.,Basic application of psychological construct: identity diffusion level sufficient for the turn.,"Clear, correct application of psychological construct: identity diffusion level with appropriate depth.","Sophisticated, fully-correct application of psychological construct: identity diffusion level; demonstrates mastery.","psychological, construct:, identity, diffusion, level"
learning-through-movement,Learning through movement,cognition_reasoning,positive,both,"'Learning through movement' is a cognition reasoning facet. Definition context: Thinking processes: reasoning, problem-solving, learning, memory, creativity, common-sense. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'learning through movement'.",No application of learning through movement; reasoning is absent or wrong.,Superficial or partial application of learning through movement.,Basic application of learning through movement sufficient for the turn.,"Clear, correct application of learning through movement with appropriate depth.","Sophisticated, fully-correct application of learning through movement; demonstrates mastery.","learning, through, movement"
caffeine-sensitivity-gene,Caffeine sensitivity gene,emotion,positive,both,"'Caffeine sensitivity gene' is a emotion facet. Definition context: Affect and emotional content: valence, arousal, specific emotions, emotional regulation, empathy, compassion. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'caffeine sensitivity gene'.",The turn expresses the opposite of caffeine sensitivity gene (e.g. cold where caffeine sensitivity gene is warm).,Little affective signal toward caffeine sensitivity gene.,Affect is neutral or unrelated to caffeine sensitivity gene.,"Clear emotional expression aligned with caffeine sensitivity gene, but controlled.",Highly expressive of caffeine sensitivity gene; the affect dominates the turn.,"caffeine, sensitivity, gene"
hatefulness,Hatefulness,safety,positive,both,"'Hatefulness' is a safety facet. Definition context: Risk, harm, toxicity, manipulation, deception, privacy violations, bias and fairness concerns. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'hatefulness'.",No safety concern related to hatefulness; the turn is fully appropriate.,A faint or borderline indication of hatefulness; not actionable on its own.,Mixed signals; could be read as hatefulness depending on context.,A clear instance of hatefulness; warrants review or mitigation.,An egregious instance of hatefulness; immediate intervention warranted.,hatefulness
persistence,Persistence,personality,positive,both,"'Persistence' is a personality facet. Definition context: Stable traits and dispositions: HEXACO/Big-Five facets, character strengths, virtues, leadership style. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'persistence'.",The turn shows no evidence of persistence; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of persistence; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays persistence, though not in an extreme form.","The turn is a textbook exemplar of persistence; pronounced, unambiguous, and central to the message.",persistence
psychological-construct-perfectionistic-strivings,Psychological construct: Perfectionistic Strivings,cognition_reasoning,positive,both,"'Psychological construct: Perfectionistic Strivings' is a cognition reasoning facet. Definition context: Thinking processes: reasoning, problem-solving, learning, memory, creativity, common-sense. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'psychological construct: perfectionistic strivings'.",No application of psychological construct: perfectionistic strivings; reasoning is absent or wrong.,Superficial or partial application of psychological construct: perfectionistic strivings.,Basic application of psychological construct: perfectionistic strivings sufficient for the turn.,"Clear, correct application of psychological construct: perfectionistic strivings with appropriate depth.","Sophisticated, fully-correct application of psychological construct: perfectionistic strivings; demonstrates mastery.","psychological, construct:, perfectionistic, strivings"
wake-time-consistency,Wake-time consistency,other,positive,both,"'Wake-time consistency' is a other facet. Definition context: Catch-all for facets that don't fit the above categories. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'wake-time consistency'.",The turn shows no evidence of wake-time consistency; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of wake-time consistency; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays wake-time consistency, though not in an extreme form.","The turn is a textbook exemplar of wake-time consistency; pronounced, unambiguous, and central to the message.","wake, time, consistency"
numerical-reasoning,Numerical Reasoning,cognition_reasoning,positive,both,"'Numerical Reasoning' is a cognition reasoning facet. Definition context: Thinking processes: reasoning, problem-solving, learning, memory, creativity, common-sense. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'numerical reasoning'.",No application of numerical reasoning; reasoning is absent or wrong.,Superficial or partial application of numerical reasoning.,Basic application of numerical reasoning sufficient for the turn.,"Clear, correct application of numerical reasoning with appropriate depth.","Sophisticated, fully-correct application of numerical reasoning; demonstrates mastery.","numerical, reasoning"
social-cognition-variable-mentalizing-network-activation,Social-cognition variable: Mentalizing network activation,cognition_reasoning,positive,both,"'Social-cognition variable: Mentalizing network activation' is a cognition reasoning facet. Definition context: Thinking processes: reasoning, problem-solving, learning, memory, creativity, common-sense. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'social-cognition variable: mentalizing network activation'.",No application of social-cognition variable: mentalizing network activation; reasoning is absent or wrong.,Superficial or partial application of social-cognition variable: mentalizing network activation.,Basic application of social-cognition variable: mentalizing network activation sufficient for the turn.,"Clear, correct application of social-cognition variable: mentalizing network activation with appropriate depth.","Sophisticated, fully-correct application of social-cognition variable: mentalizing network activation; demonstrates mastery.","social, cognition, variable:, mentalizing, network, activation"
patriotism,Patriotism,safety,positive,both,"'Patriotism' is a safety facet. Definition context: Risk, harm, toxicity, manipulation, deception, privacy violations, bias and fairness concerns. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'patriotism'.",No safety concern related to patriotism; the turn is fully appropriate.,A faint or borderline indication of patriotism; not actionable on its own.,Mixed signals; could be read as patriotism depending on context.,A clear instance of patriotism; warrants review or mitigation.,An egregious instance of patriotism; immediate intervention warranted.,patriotism
leadership-styles,Leadership Styles,personality,positive,both,"'Leadership Styles' is a personality facet. Definition context: Stable traits and dispositions: HEXACO/Big-Five facets, character strengths, virtues, leadership style. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'leadership styles'.",The turn shows no evidence of leadership styles; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of leadership styles; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays leadership styles, though not in an extreme form.","The turn is a textbook exemplar of leadership styles; pronounced, unambiguous, and central to the message.","leadership, styles"
servility,Servility,personality,positive,both,"'Servility' is a personality facet. Definition context: Stable traits and dispositions: HEXACO/Big-Five facets, character strengths, virtues, leadership style. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'servility'.",The turn shows no evidence of servility; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of servility; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays servility, though not in an extreme form.","The turn is a textbook exemplar of servility; pronounced, unambiguous, and central to the message.",servility
i-ching-hexagram-24-resonance-level,I Ching hexagram 24 resonance level,clinical_health,positive,both,"'I Ching hexagram 24 resonance level' is a clinical health facet. Definition context: Clinical, medical, or physiological signals: hormone levels, anatomical knowledge, symptoms, mental-health markers. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'i ching hexagram 24 resonance level'.",No clinical signal related to i ching hexagram 24 resonance level.,Faint or indirect signal of i ching hexagram 24 resonance level.,Ambiguous; clinical follow-up would be needed.,Strong textual signal of i ching hexagram 24 resonance level; clinically notable.,"Unambiguous, severe, or quantified expression of i ching hexagram 24 resonance level.","ching, hexagram, resonance, level"
enneagram-personality-types,Enneagram Personality Types,personality,positive,both,"'Enneagram Personality Types' is a personality facet. Definition context: Stable traits and dispositions: HEXACO/Big-Five facets, character strengths, virtues, leadership style. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'enneagram personality types'.",The turn shows no evidence of enneagram personality types; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of enneagram personality types; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays enneagram personality types, though not in an extreme form.","The turn is a textbook exemplar of enneagram personality types; pronounced, unambiguous, and central to the message.","enneagram, personality, types"
stress-recovery-ability,Stress Recovery Ability,emotion,positive,both,"'Stress Recovery Ability' is a emotion facet. Definition context: Affect and emotional content: valence, arousal, specific emotions, emotional regulation, empathy, compassion. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'stress recovery ability'.",The turn expresses the opposite of stress recovery ability (e.g. cold where stress recovery ability is warm).,Little affective signal toward stress recovery ability.,Affect is neutral or unrelated to stress recovery ability.,"Clear emotional expression aligned with stress recovery ability, but controlled.",Highly expressive of stress recovery ability; the affect dominates the turn.,"stress, recovery, ability"
troubleshooting-technical-issues,Troubleshooting technical issues,other,positive,both,"'Troubleshooting technical issues' is a other facet. Definition context: Catch-all for facets that don't fit the above categories. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'troubleshooting technical issues'.",The turn shows no evidence of troubleshooting technical issues; it actively contradicts the trait or shows the opposite.,The turn shows little evidence of troubleshooting technical issues; only weak or indirect signals.,"Evidence is ambiguous, mixed, or the trait is not clearly applicable to this turn.","The turn clearly displays troubleshooting technical issues, though not in an extreme form.","The turn is a textbook exemplar of troubleshooting technical issues; pronounced, unambiguous, and central to the message.","troubleshooting, technical, issues"
defense-mechanism-tendency-introjection,Defense-mechanism tendency: Introjection,safety,positive,both,"'Defense-mechanism tendency: Introjection' is a safety facet. Definition context: Risk, harm, toxicity, manipulation, deception, privacy violations, bias and fairness concerns. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'defense-mechanism tendency: introjection'.",No safety concern related to defense-mechanism tendency: introjection; the turn is fully appropriate.,A faint or borderline indication of defense-mechanism tendency: introjection; not actionable on its own.,Mixed signals; could be read as defense-mechanism tendency: introjection depending on context.,A clear instance of defense-mechanism tendency: introjection; warrants review or mitigation.,An egregious instance of defense-mechanism tendency: introjection; immediate intervention warranted.,"defense, mechanism, tendency:, introjection"
irritability,Irritability,emotion,positive,both,"'Irritability' is a emotion facet. Definition context: Affect and emotional content: valence, arousal, specific emotions, emotional regulation, empathy, compassion. For this facet specifically, the score reflects how strongly the conversational turn exhibits 'irritability'.",The turn expresses the opposite of irritability (e.g. cold where irritability is warm).,Little affective signal toward irritability.,Affect is neutral or unrelated to irritability.,"Clear emotional expression aligned with irritability, but controlled.",Highly expressive of irritability; the affect dominates the turn.,irritability
